state,district,crop,season,area,rainfall,temperature,production,yield
Bihar,Munger,Sugarcane,Kharif,45.07,1470.52,28.49,3288.9,72.98
Madhya Pradesh,Jabalpur,Wheat,Zaid,39.84,1283.36,31.67,48.2,1.21
Maharashtra,Thane,Groundnut,Zaid,7.56,763.82,27.86,8.97,1.19
Uttar Pradesh,Allahabad,Potato,Kharif,45.71,997.39,10.81,821.4,17.97
Kerala,Palakkad,Rubber,Kharif,37.7,3551.53,28.97,65.59,1.74
Rajasthan,Nagaur,Gram,Kharif,44.66,525.4,45.42,27.6,0.62
Rajasthan,Bhilwara,Gram,Zaid,41.73,445.91,27.19,35.27,0.85
Punjab,Moga,Sugarcane,Rabi,5.41,565.36,13.5,150.75,27.89
West Bengal,Nadia,Jute,Zaid,31.55,1432.8,30.93,78.05,2.47
Odisha,Sambalpur,Sesame,Zaid,12.26,1692.1,25.64,2.75,0.22
Gujarat,Amreli,Groundnut,Kharif,27.71,386.32,18.61,33.74,1.22
Telangana,Mahabubnagar,Sugarcane,Kharif,29.22,1126.95,32.2,2152.94,73.68
Madhya Pradesh,Sagar,Rice,Zaid,8.21,943.5,41.9,15.88,1.94
Kerala,Thrissur,Coffee,Kharif,1.32,3906.65,23.63,0.82,0.62
Madhya Pradesh,Dewas,Gram,Kharif,47.76,1303.96,20.25,25.97,0.54
Gujarat,Bhavnagar,Tobacco,Kharif,9.84,1190.53,31.77,15.06,1.53
Tamil Nadu,Nagapattinam,Coconut,Kharif,15.8,722.31,27.29,78.53,4.97
Rajasthan,Bhilwara,Wheat,Rabi,16.51,455.87,19.99,49.65,3.01
Telangana,Hyderabad,Maize,Rabi,45.19,1130.7,37.67,69.56,1.54
Telangana,Khammam,Turmeric,Zaid,13.07,712.98,26.96,58.4,4.47
Andhra Pradesh,Srikakulam,Sugarcane,Rabi,18.22,824.19,35.37,1135.99,62.36
Telangana,Sangareddy,Sugarcane,Rabi,24.91,973.94,40.99,1289.86,51.78
Maharashtra,Ahmednagar,Cotton,Kharif,38.95,1115.86,24.15,65.22,1.67
Bihar,Saran,Rice,Rabi,48.22,1421.16,39.24,94.21,1.95
Telangana,Khammam,Cotton,Zaid,12.53,786.63,30.99,23.03,1.84
Karnataka,Dakshina Kannada,Rice,Kharif,22.0,1625.1,20.74,37.19,1.69
Uttar Pradesh,Allahabad,Potato,Zaid,26.63,633.61,44.19,233.57,8.77
Karnataka,Mandya,Ragi,Zaid,40.11,2036.71,33.55,21.87,0.55
Tamil Nadu,Kancheepuram,Groundnut,Rabi,8.6,1085.33,35.76,5.53,0.64
Rajasthan,Bhilwara,Bajra,Kharif,16.22,206.33,17.85,14.58,0.9
Odisha,Sundargarh,Turmeric,Zaid,7.03,1777.68,24.04,29.17,4.15
Uttar Pradesh,Meerut,Sugarcane,Kharif,46.34,915.86,32.16,2197.27,47.42
Uttar Pradesh,Varanasi,Rice,Zaid,5.21,808.06,44.68,8.12,1.56
West Bengal,Midnapore,Potato,Zaid,28.34,2248.46,37.92,134.12,4.73
West Bengal,Kolkata,Jute,Rabi,35.52,1218.69,12.09,40.02,1.13
Gujarat,Valsad,Cotton,Zaid,48.2,1260.63,21.75,46.43,0.96
Uttar Pradesh,Agra,Mustard,Zaid,13.31,1050.54,20.08,6.97,0.52
Haryana,Hisar,Rice,Zaid,18.96,458.01,5.27,18.27,0.96
Bihar,Vaishali,Maize,Kharif,6.35,1479.06,27.53,12.99,2.04
Karnataka,Belgaum,Cotton,Kharif,26.99,2584.62,27.79,24.56,0.91
Bihar,Nalanda,Potato,Rabi,14.93,1499.71,17.35,191.24,12.81
Uttar Pradesh,Agra,Mustard,Rabi,47.82,717.21,33.12,29.26,0.61
Gujarat,Amreli,Wheat,Rabi,44.59,791.05,22.27,106.1,2.38
Bihar,Muzaffarpur,Lentil,Kharif,33.81,1055.28,21.57,12.24,0.36
Telangana,Khammam,Maize,Kharif,34.79,1081.97,34.49,88.23,2.54
Kerala,Kollam,Coffee,Rabi,6.57,2344.03,24.11,6.05,0.92
Karnataka,Dharwad,Coffee,Zaid,10.65,1629.92,35.04,9.31,0.87
West Bengal,Nadia,Mustard,Kharif,13.82,1284.37,27.35,5.73,0.41
Andhra Pradesh,Prakasam,Groundnut,Kharif,34.48,1113.5,31.32,31.38,0.91
Andhra Pradesh,Visakhapatnam,Chilli,Rabi,18.85,1080.07,35.82,23.53,1.25
Assam,Kamrup,Sugarcane,Rabi,18.8,1546.15,30.31,1084.35,57.68
Andhra Pradesh,Anantapur,Groundnut,Rabi,15.7,1048.07,36.03,17.91,1.14
Punjab,Ferozepur,Sugarcane,Rabi,15.12,849.56,21.56,561.1,37.1
Rajasthan,Ajmer,Bajra,Rabi,9.99,569.93,19.82,5.5,0.55
Telangana,Khammam,Rice,Zaid,23.9,872.8,23.22,43.92,1.84
Odisha,Kalahandi,Rice,Kharif,13.21,1579.22,28.71,29.32,2.22
Telangana,Warangal,Chilli,Kharif,31.83,1069.34,29.59,47.44,1.49
Punjab,Gurdaspur,Wheat,Kharif,45.63,731.12,4.72,80.71,1.77
Punjab,Moga,Rice,Rabi,29.47,877.34,36.62,38.96,1.32
Rajasthan,Udaipur,Bajra,Zaid,28.32,217.2,30.07,23.56,0.83
Gujarat,Bharuch,Groundnut,Rabi,2.52,1491.88,20.76,1.95,0.78
West Bengal,Nadia,Tea,Zaid,18.03,2335.0,17.18,40.42,2.24
West Bengal,Darjeeling,Wheat,Kharif,3.32,1463.31,17.67,4.62,1.39
Odisha,Sundargarh,Sesame,Rabi,32.76,1461.55,35.21,4.87,0.15
Rajasthan,Alwar,Bajra,Rabi,37.12,411.99,40.33,34.33,0.92
Punjab,Hoshiarpur,Cotton,Kharif,39.68,763.16,31.18,50.21,1.27
Kerala,Kozhikode,Coconut,Kharif,18.01,2609.91,32.3,184.47,10.24
Madhya Pradesh,Indore,Soybean,Kharif,46.64,833.83,31.29,57.62,1.24
Haryana,Ambala,Wheat,Rabi,42.38,667.67,19.25,98.71,2.33
Bihar,Darbhanga,Rice,Zaid,40.63,1186.82,32.82,108.53,2.67
Bihar,Saran,Lentil,Rabi,2.31,1537.49,23.12,0.78,0.34
Maharashtra,Ahmednagar,Rice,Zaid,26.75,1770.94,39.18,62.96,2.35
Bihar,Nalanda,Maize,Rabi,41.16,1485.7,39.54,51.18,1.24
Tamil Nadu,Erode,Sugarcane,Zaid,24.73,1175.11,36.04,1655.08,66.93
Gujarat,Valsad,Groundnut,Kharif,39.23,1427.25,23.71,21.63,0.55
Haryana,Sirsa,Rice,Zaid,23.84,748.45,15.38,44.89,1.88
Haryana,Sirsa,Cotton,Rabi,15.78,750.75,28.38,20.12,1.27
Punjab,Bathinda,Cotton,Zaid,40.42,534.78,38.92,56.7,1.4
Maharashtra,Nashik,Groundnut,Kharif,21.08,877.41,23.09,21.38,1.01
Assam,Jorhat,Potato,Kharif,33.09,1876.62,18.82,280.6,8.48
Madhya Pradesh,Indore,Cotton,Zaid,37.33,1065.67,40.96,45.1,1.21
Maharashtra,Aurangabad,Jowar,Zaid,41.63,996.77,20.4,13.99,0.34
Bihar,Gaya,Wheat,Rabi,25.42,1102.22,17.23,45.67,1.8
West Bengal,Kolkata,Tea,Rabi,47.3,2216.16,25.87,73.38,1.55
Telangana,Adilabad,Cotton,Rabi,1.3,1175.94,38.68,1.29,0.99
Odisha,Kalahandi,Sugarcane,Rabi,0.56,1548.6,19.57,37.9,67.54
Gujarat,Valsad,Rice,Rabi,16.16,1361.94,36.64,39.51,2.45
Gujarat,Bharuch,Tobacco,Rabi,47.02,1204.59,28.05,68.08,1.45
Kerala,Alappuzha,Coconut,Rabi,34.64,2293.87,27.74,332.52,9.6
Maharashtra,Mumbai,Jowar,Rabi,21.6,1490.15,36.58,6.83,0.32
Madhya Pradesh,Indore,Wheat,Kharif,16.37,932.11,22.8,34.89,2.13
Bihar,Bhagalpur,Maize,Rabi,3.65,1094.53,40.63,5.64,1.54
Assam,Barpeta,Rice,Kharif,8.5,2193.06,32.92,18.3,2.15
Odisha,Sundargarh,Jute,Rabi,34.08,1666.2,20.81,56.19,1.65
Tamil Nadu,Thanjavur,Coconut,Zaid,49.72,1001.52,33.31,258.17,5.19
Karnataka,Hassan,Rice,Kharif,6.98,1090.34,36.1,14.65,2.1
Karnataka,Hassan,Rice,Rabi,40.08,3033.01,34.13,73.85,1.84
Odisha,Puri,Turmeric,Zaid,16.6,1621.37,29.05,79.28,4.78
Punjab,Bathinda,Wheat,Kharif,29.28,602.06,19.47,107.03,3.66
Rajasthan,Bikaner,Maize,Rabi,43.58,406.64,10.73,80.47,1.85
Haryana,Bhiwani,Bajra,Rabi,5.1,425.47,42.17,6.02,1.18
Madhya Pradesh,Bhopal,Rice,Zaid,30.52,803.69,29.73,74.72,2.45
Punjab,Sangrur,Wheat,Kharif,37.5,788.1,27.87,79.13,2.11
Rajasthan,Nagaur,Wheat,Zaid,30.31,306.99,30.64,37.93,1.25
Bihar,Munger,Lentil,Zaid,47.24,1230.78,26.72,19.94,0.42
Madhya Pradesh,Chhindwara,Cotton,Rabi,28.11,835.75,17.22,46.92,1.67
Tamil Nadu,Madurai,Sugarcane,Rabi,37.95,717.58,36.17,1687.91,44.48
Telangana,Karimnagar,Maize,Rabi,17.83,1029.41,25.82,44.69,2.51
Maharashtra,Ahmednagar,Soybean,Rabi,24.14,519.72,22.39,23.0,0.95
Haryana,Kurukshetra,Mustard,Rabi,24.42,323.59,26.17,26.36,1.08
Assam,Darrang,Tea,Kharif,16.91,2401.75,25.26,34.0,2.01
Haryana,Kurukshetra,Sugarcane,Zaid,37.33,527.45,12.14,1529.11,40.96
Gujarat,Valsad,Wheat,Zaid,24.99,448.7,29.06,66.41,2.66
Madhya Pradesh,Satna,Rice,Rabi,19.49,1589.93,18.95,43.68,2.24
Punjab,Moga,Wheat,Rabi,34.65,790.9,29.34,49.68,1.43
Gujarat,Bhavnagar,Rice,Kharif,42.51,959.51,35.05,98.44,2.32
Tamil Nadu,Dindigul,Banana,Zaid,28.36,949.57,37.05,514.7,18.15
West Bengal,Bankura,Rice,Kharif,30.76,2029.67,35.66,48.69,1.58
Haryana,Faridabad,Bajra,Zaid,30.93,300.87,19.9,21.66,0.7
Andhra Pradesh,Prakasam,Chilli,Zaid,36.23,891.99,29.42,78.09,2.16
Tamil Nadu,Dindigul,Cotton,Zaid,8.28,1208.9,23.5,11.61,1.4
Karnataka,Shimoga,Sugarcane,Kharif,9.23,1991.82,37.39,380.81,41.27
Punjab,Amritsar,Wheat,Zaid,45.71,502.24,33.85,75.98,1.66
Telangana,Khammam,Cotton,Zaid,10.75,1079.32,21.19,13.22,1.23
West Bengal,Nadia,Jute,Zaid,25.65,1222.6,17.62,29.6,1.15
Assam,Dibrugarh,Tea,Kharif,33.49,2578.56,25.24,46.5,1.39
West Bengal,Bankura,Jute,Kharif,27.83,1588.6,15.22,42.32,1.52
Haryana,Hisar,Bajra,Rabi,9.28,400.72,31.27,10.96,1.18
Kerala,Palakkad,Banana,Zaid,26.81,2047.08,35.86,639.09,23.84
Assam,Nagaon,Jute,Rabi,13.4,2242.48,25.71,28.63,2.14
Kerala,Kozhikode,Coconut,Rabi,26.96,3051.17,22.34,206.42,7.66
Bihar,Saharsa,Rice,Rabi,8.9,1225.99,20.03,12.21,1.37
Kerala,Malappuram,Tea,Rabi,8.3,3869.59,32.55,7.36,0.89
West Bengal,Howrah,Tea,Rabi,5.69,1908.82,26.03,9.75,1.71
Gujarat,Mehsana,Rice,Kharif,3.76,604.28,32.94,7.45,1.98
Uttar Pradesh,Mathura,Rice,Kharif,42.96,1108.85,31.53,80.45,1.87
Maharashtra,Solapur,Rice,Rabi,19.89,1706.12,32.24,44.04,2.21
Tamil Nadu,Cuddalore,Rice,Kharif,8.33,848.65,21.89,13.9,1.67
Andhra Pradesh,Prakasam,Tobacco,Zaid,43.3,698.02,23.31,47.81,1.1
West Bengal,Nadia,Tea,Zaid,35.65,2363.48,35.42,56.57,1.59
Karnataka,Belgaum,Cotton,Zaid,31.73,2318.52,34.46,29.04,0.92
Maharashtra,Nagpur,Cotton,Zaid,38.89,2003.81,24.87,39.63,1.02
Maharashtra,Kolhapur,Rice,Kharif,31.89,789.0,33.21,46.46,1.46
Karnataka,Bidar,Jowar,Zaid,34.14,839.81,28.76,17.2,0.5
Haryana,Kurukshetra,Cotton,Zaid,6.5,506.15,44.39,8.45,1.3
Telangana,Mahabubnagar,Chilli,Zaid,21.66,748.42,23.08,45.36,2.09
Bihar,Bhagalpur,Potato,Rabi,19.02,1441.64,22.11,159.51,8.39
Rajasthan,Ajmer,Mustard,Kharif,8.51,194.28,16.79,9.94,1.17
Assam,Barpeta,Tea,Zaid,24.79,2809.62,29.02,30.01,1.21
Andhra Pradesh,Srikakulam,Rice,Rabi,38.43,768.14,29.23,61.63,1.6
Maharashtra,Thane,Soybean,Zaid,14.81,750.18,37.04,11.69,0.79
Haryana,Sirsa,Mustard,Kharif,3.31,574.79,15.01,4.29,1.29
Odisha,Koraput,Groundnut,Rabi,36.0,1217.41,29.77,28.23,0.78
Maharashtra,Aurangabad,Groundnut,Kharif,7.54,2733.95,18.12,4.38,0.58
Gujarat,Junagadh,Tobacco,Kharif,24.06,641.06,17.36,34.9,1.45
Karnataka,Belgaum,Rice,Zaid,35.69,2642.71,25.0,81.17,2.27
Kerala,Alappuzha,Banana,Rabi,44.04,1693.26,27.65,1687.47,38.32
Haryana,Rohtak,Rice,Rabi,44.23,690.38,17.16,75.07,1.7
Karnataka,Bangalore Rural,Sugarcane,Kharif,4.42,1876.88,24.32,159.42,36.08
West Bengal,Howrah,Potato,Kharif,41.19,2255.08,20.19,493.55,11.98
Gujarat,Surat,Wheat,Zaid,28.08,1422.48,15.06,50.68,1.8
Madhya Pradesh,Bhopal,Sugarcane,Zaid,2.85,1403.23,37.09,227.85,80.04
Uttar Pradesh,Varanasi,Wheat,Kharif,15.67,1138.18,25.98,24.17,1.54
West Bengal,Murshidabad,Wheat,Rabi,19.86,1429.98,24.93,19.76,0.99
Gujarat,Vadodara,Rice,Zaid,19.64,585.97,31.98,32.36,1.65
Uttar Pradesh,Bareilly,Gram,Zaid,22.8,600.84,19.73,23.42,1.03
Kerala,Kollam,Tea,Rabi,8.64,2779.92,23.26,17.96,2.08
Haryana,Rohtak,Cotton,Rabi,29.03,427.4,17.87,34.13,1.18
Karnataka,Mysore,Coffee,Rabi,38.95,1171.4,23.81,37.92,0.97
Andhra Pradesh,West Godavari,Groundnut,Rabi,4.64,829.3,32.46,7.17,1.55
Tamil Nadu,Madurai,Rice,Zaid,40.09,958.07,32.28,100.91,2.52
Bihar,Bhagalpur,Lentil,Zaid,30.41,1365.76,35.82,9.48,0.31
Odisha,Koraput,Groundnut,Kharif,30.94,1252.02,31.83,22.31,0.72
Haryana,Ambala,Rice,Kharif,7.28,724.13,33.73,9.2,1.26
Odisha,Bhadrak,Sesame,Rabi,21.92,1601.81,22.24,4.58,0.21
Rajasthan,Bikaner,Mustard,Rabi,15.52,775.79,18.2,10.14,0.65
Punjab,Jalandhar,Sugarcane,Zaid,27.59,652.72,4.21,622.8,22.58
Haryana,Faridabad,Cotton,Rabi,6.11,798.26,15.07,8.61,1.41
Telangana,Hyderabad,Rice,Zaid,21.79,1138.18,30.54,39.41,1.81
Kerala,Palakkad,Coconut,Kharif,40.0,2817.15,34.34,207.57,5.19
Uttar Pradesh,Bareilly,Rice,Kharif,41.22,1077.49,16.34,77.7,1.89
Madhya Pradesh,Sagar,Cotton,Kharif,35.95,1577.08,12.02,26.19,0.73
Tamil Nadu,Tiruchirappalli,Banana,Rabi,0.81,939.46,34.46,24.11,29.72
Madhya Pradesh,Rewa,Soybean,Zaid,7.82,927.38,37.33,7.35,0.94
Rajasthan,Ajmer,Maize,Kharif,37.68,469.07,31.82,66.81,1.77
Andhra Pradesh,West Godavari,Sugarcane,Rabi,27.32,626.07,22.82,1530.13,56.02
Bihar,Saharsa,Maize,Rabi,28.78,1110.93,23.95,82.14,2.85
Haryana,Jhajjar,Wheat,Kharif,13.85,400.17,28.94,20.41,1.47
Odisha,Sundargarh,Turmeric,Kharif,13.73,1610.96,25.44,49.74,3.62
Madhya Pradesh,Dewas,Gram,Kharif,19.84,1528.13,11.08,6.77,0.34
Madhya Pradesh,Sagar,Sugarcane,Kharif,9.08,1026.6,18.92,330.75,36.42
Haryana,Sirsa,Bajra,Zaid,29.22,789.17,17.14,15.32,0.52
Karnataka,Hassan,Rice,Kharif,16.5,2286.47,18.47,28.16,1.71
Karnataka,Dakshina Kannada,Sugarcane,Kharif,2.23,1780.35,25.69,128.81,57.67
West Bengal,Howrah,Wheat,Rabi,48.61,1944.88,33.14,48.77,1.0
Haryana,Bhiwani,Bajra,Kharif,14.42,703.95,35.36,12.65,0.88
Odisha,Kalahandi,Rice,Zaid,9.71,1385.08,35.38,24.2,2.49
Odisha,Sambalpur,Sugarcane,Kharif,39.05,1502.94,37.5,2363.14,60.51
Madhya Pradesh,Vidisha,Soybean,Zaid,34.15,1353.44,36.33,26.35,0.77
Uttar Pradesh,Lucknow,Rice,Zaid,23.5,879.94,16.97,45.15,1.92
Telangana,Warangal,Cotton,Rabi,18.89,877.86,40.7,21.36,1.13
Andhra Pradesh,Srikakulam,Rice,Zaid,40.93,701.04,26.05,71.24,1.74
Uttar Pradesh,Moradabad,Gram,Rabi,20.11,876.7,24.86,10.21,0.51
Andhra Pradesh,Krishna,Tobacco,Kharif,3.97,691.18,22.34,5.37,1.35
Uttar Pradesh,Saharanpur,Sugarcane,Rabi,8.47,655.47,28.25,352.04,41.57
Punjab,Ludhiana,Sugarcane,Rabi,25.96,844.87,16.74,926.09,35.68
Uttar Pradesh,Varanasi,Sugarcane,Rabi,33.16,1125.55,12.19,1843.66,55.61
Haryana,Kurukshetra,Cotton,Kharif,40.62,458.02,36.01,46.81,1.15
Maharashtra,Nagpur,Sugarcane,Kharif,32.65,1738.5,26.84,1929.31,59.09
Haryana,Sonipat,Cotton,Zaid,42.17,507.32,32.28,67.02,1.59
West Bengal,Kolkata,Rice,Kharif,9.33,1571.04,16.95,24.57,2.63
Kerala,Palakkad,Tea,Kharif,11.08,2694.0,27.57,17.78,1.61
Madhya Pradesh,Rewa,Wheat,Zaid,4.5,1042.09,13.19,10.2,2.26
Uttar Pradesh,Moradabad,Sugarcane,Rabi,20.25,868.54,36.13,923.86,45.63
Madhya Pradesh,Indore,Cotton,Zaid,18.43,1541.87,43.31,13.31,0.72
Tamil Nadu,Salem,Banana,Kharif,16.89,1453.86,24.74,639.28,37.84
Maharashtra,Thane,Rice,Zaid,37.76,894.52,34.82,51.49,1.36
West Bengal,Jalpaiguri,Tea,Kharif,45.21,2050.78,36.28,43.24,0.96
Maharashtra,Sangli,Cotton,Rabi,10.88,2434.88,27.86,11.23,1.03
Gujarat,Banaskantha,Wheat,Zaid,40.0,1261.63,27.3,65.34,1.63
Rajasthan,Nagaur,Gram,Kharif,37.77,725.55,37.63,23.43,0.62
Kerala,Malappuram,Rubber,Rabi,34.16,3782.59,31.29,49.82,1.46
Maharashtra,Thane,Groundnut,Zaid,47.56,2189.11,15.33,27.55,0.58
Odisha,Mayurbhanj,Groundnut,Zaid,3.69,1302.51,16.56,2.27,0.62
Maharashtra,Ratnagiri,Cotton,Kharif,36.39,2305.68,38.4,35.47,0.97
Maharashtra,Ratnagiri,Jowar,Kharif,19.66,976.96,39.32,8.51,0.43
Odisha,Puri,Turmeric,Zaid,24.88,1770.75,24.04,81.33,3.27
Tamil Nadu,Cuddalore,Coconut,Kharif,0.86,1180.03,27.38,5.17,6.0
Andhra Pradesh,East Godavari,Tobacco,Rabi,20.3,1096.94,23.69,32.97,1.62
Punjab,Patiala,Wheat,Kharif,26.73,545.33,26.01,63.63,2.38
Telangana,Nizamabad,Sugarcane,Rabi,42.83,713.14,40.35,2460.94,57.45
Uttar Pradesh,Moradabad,Rice,Rabi,5.14,921.82,33.19,8.78,1.71
Madhya Pradesh,Jabalpur,Cotton,Zaid,14.65,895.46,42.88,26.09,1.78
Gujarat,Valsad,Tobacco,Zaid,3.93,550.39,34.72,5.65,1.44
Madhya Pradesh,Dewas,Wheat,Kharif,32.33,1518.49,18.54,39.49,1.22
Assam,Kamrup,Sugarcane,Zaid,16.26,2870.48,15.72,498.94,30.69
Karnataka,Bidar,Rice,Kharif,1.07,2388.53,35.49,1.46,1.37
Uttar Pradesh,Agra,Potato,Rabi,42.5,1124.83,35.47,331.19,7.79
Andhra Pradesh,Guntur,Tobacco,Rabi,19.65,741.12,28.04,33.02,1.68
Gujarat,Amreli,Bajra,Kharif,4.24,1148.0,40.23,2.38,0.56
Bihar,Bhagalpur,Sugarcane,Rabi,1.77,1162.01,21.85,120.04,67.92
Madhya Pradesh,Dewas,Wheat,Kharif,18.64,853.6,34.38,24.2,1.3
Madhya Pradesh,Sagar,Rice,Zaid,46.46,1313.58,25.86,100.76,2.17
Madhya Pradesh,Bhopal,Soybean,Rabi,11.46,1484.31,40.11,8.42,0.73
Haryana,Jhajjar,Sugarcane,Kharif,21.12,425.68,5.45,521.19,24.68
Assam,Sivasagar,Potato,Rabi,45.6,1676.14,21.63,546.65,11.99
Punjab,Faridkot,Cotton,Kharif,4.21,843.89,17.71,4.88,1.16
Andhra Pradesh,West Godavari,Groundnut,Zaid,49.45,1066.99,23.39,32.41,0.66
Odisha,Koraput,Sesame,Zaid,21.97,1266.87,25.67,3.88,0.18
Haryana,Panipat,Mustard,Rabi,41.55,647.16,32.24,23.98,0.58
Andhra Pradesh,Visakhapatnam,Groundnut,Rabi,8.14,1060.87,27.67,10.01,1.23
Rajasthan,Jodhpur,Gram,Rabi,31.04,139.9,40.45,14.58,0.47
Andhra Pradesh,Visakhapatnam,Tobacco,Rabi,44.48,913.25,37.46,62.41,1.4
Karnataka,Mysore,Coffee,Kharif,17.41,3308.72,30.0,8.12,0.47
Punjab,Moga,Potato,Kharif,6.33,482.5,44.44,49.65,7.85
West Bengal,Hooghly,Jute,Kharif,21.96,1314.18,32.46,35.24,1.6
Andhra Pradesh,Nellore,Chilli,Kharif,37.97,1090.53,37.34,59.37,1.56
West Bengal,Darjeeling,Wheat,Kharif,14.16,2341.04,21.31,28.66,2.02
Haryana,Ambala,Mustard,Kharif,30.84,467.62,37.68,24.88,0.81
Rajasthan,Jaipur,Mustard,Kharif,45.55,568.81,46.41,20.89,0.46
Gujarat,Rajkot,Bajra,Zaid,37.31,700.62,17.88,18.61,0.5
West Bengal,Midnapore,Jute,Rabi,9.25,2405.22,10.16,13.18,1.42
Madhya Pradesh,Vidisha,Rice,Rabi,28.54,1048.6,42.82,47.49,1.66
Haryana,Panipat,Mustard,Kharif,49.43,655.89,36.83,24.82,0.5
Uttar Pradesh,Varanasi,Sugarcane,Kharif,36.69,622.71,7.66,1485.3,40.48
Haryana,Sirsa,Cotton,Kharif,5.19,798.37,21.0,9.45,1.82
Odisha,Ganjam,Groundnut,Zaid,34.8,1207.63,28.12,24.3,0.7
West Bengal,Nadia,Mustard,Zaid,27.68,2019.59,27.75,11.02,0.4
Assam,Tinsukia,Potato,Zaid,45.02,1746.49,31.92,320.35,7.12
Tamil Nadu,Erode,Groundnut,Rabi,43.7,874.38,33.91,34.86,0.8
Odisha,Cuttack,Turmeric,Zaid,47.31,1708.66,20.8,199.55,4.22
Tamil Nadu,Thanjavur,Rice,Zaid,15.36,1261.41,21.67,22.61,1.47
Odisha,Khurda,Groundnut,Zaid,44.13,1539.49,21.7,24.26,0.55
Haryana,Kurukshetra,Sugarcane,Rabi,33.55,491.07,5.76,657.98,19.61
Andhra Pradesh,Guntur,Tobacco,Rabi,21.63,957.24,37.96,32.27,1.49
Odisha,Balasore,Turmeric,Rabi,32.32,1598.86,38.49,151.87,4.7
Kerala,Idukki,Rice,Zaid,44.6,3536.1,32.18,62.9,1.41
Odisha,Bhadrak,Groundnut,Kharif,10.5,1780.34,16.14,8.0,0.76
Madhya Pradesh,Bhopal,Wheat,Zaid,17.83,1416.58,19.13,34.1,1.91
Odisha,Balasore,Sesame,Rabi,13.57,1550.2,25.59,2.71,0.2
Karnataka,Bidar,Ragi,Rabi,10.6,3252.17,35.41,8.12,0.77
Bihar,Saran,Rice,Zaid,19.02,1118.58,32.92,36.76,1.93
Tamil Nadu,Cuddalore,Sugarcane,Rabi,11.55,1096.0,31.31,543.36,47.05
West Bengal,Birbhum,Rice,Rabi,14.46,2258.42,28.53,36.86,2.55
Bihar,Purnia,Wheat,Rabi,22.9,1148.55,14.03,39.79,1.74
Karnataka,Gulbarga,Cotton,Kharif,41.17,2599.46,28.84,40.5,0.98
Uttar Pradesh,Agra,Potato,Zaid,34.9,722.51,16.88,739.68,21.19
Tamil Nadu,Thanjavur,Cotton,Kharif,45.74,1025.08,31.59,81.76,1.79
Gujarat,Vadodara,Tobacco,Zaid,35.59,1008.38,34.41,44.62,1.25
Rajasthan,Kota,Bajra,Kharif,7.49,127.33,40.87,6.11,0.82
Karnataka,Dakshina Kannada,Ragi,Rabi,32.52,2282.31,28.84,20.14,0.62
Rajasthan,Jodhpur,Barley,Zaid,35.17,544.24,21.22,79.15,2.25
Gujarat,Junagadh,Wheat,Kharif,41.13,634.25,36.81,71.37,1.74
Odisha,Koraput,Sesame,Zaid,44.19,1232.74,17.06,9.16,0.21
Rajasthan,Ajmer,Bajra,Zaid,15.26,190.9,39.44,12.5,0.82
Rajasthan,Sikar,Wheat,Kharif,40.1,461.67,11.4,83.89,2.09
Haryana,Bhiwani,Sugarcane,Zaid,16.55,753.75,16.47,742.32,44.85
Punjab,Moga,Maize,Rabi,33.98,722.4,30.73,101.71,2.99
Rajasthan,Alwar,Gram,Zaid,45.9,463.63,44.55,27.96,0.61
Bihar,Munger,Rice,Kharif,22.96,1547.83,19.3,59.49,2.59
Rajasthan,Jaipur,Maize,Kharif,19.05,167.78,21.78,39.55,2.08
Kerala,Thrissur,Tea,Rabi,14.12,1557.68,23.85,26.36,1.87
Karnataka,Bellary,Rice,Rabi,2.89,1111.57,20.65,6.43,2.22
Kerala,Alappuzha,Coconut,Zaid,28.4,3588.12,27.37,120.4,4.24
Madhya Pradesh,Vidisha,Cotton,Zaid,41.49,1139.84,34.5,69.18,1.67
Bihar,Saharsa,Wheat,Kharif,20.31,1231.48,26.1,33.32,1.64
Uttar Pradesh,Moradabad,Gram,Kharif,7.86,1029.95,7.11,3.18,0.4
Assam,Goalpara,Potato,Zaid,11.06,2006.62,32.41,97.46,8.81
Tamil Nadu,Erode,Sugarcane,Rabi,10.45,1315.83,39.66,464.98,44.49
Maharashtra,Sangli,Soybean,Kharif,35.25,1273.86,26.18,27.04,0.77
Karnataka,Dakshina Kannada,Coffee,Kharif,11.96,1756.4,21.26,10.43,0.87
Kerala,Kozhikode,Rubber,Kharif,32.06,3593.44,31.66,35.38,1.1
Maharashtra,Kolhapur,Sugarcane,Kharif,40.24,2678.53,17.4,1396.16,34.7
Maharashtra,Thane,Rice,Zaid,22.2,1234.64,34.91,41.35,1.86
Punjab,Patiala,Sugarcane,Kharif,4.1,491.63,4.77,96.36,23.48
Haryana,Karnal,Cotton,Rabi,41.72,372.83,7.85,36.54,0.88
West Bengal,Nadia,Rice,Zaid,14.04,1593.5,36.2,24.93,1.77
Gujarat,Vadodara,Rice,Zaid,33.37,1368.87,30.99,60.45,1.81
Odisha,Ganjam,Sugarcane,Kharif,46.28,1567.54,20.97,2445.95,52.85
Assam,Jorhat,Jute,Zaid,6.78,2232.42,14.41,13.46,1.98
Telangana,Siddipet,Cotton,Rabi,23.8,1090.44,18.18,23.69,1.0
Gujarat,Kutch,Bajra,Zaid,3.38,328.02,30.98,3.02,0.89
Punjab,Ludhiana,Sugarcane,Zaid,30.39,766.42,21.32,1544.08,50.81
